timeStamp,Power,currentCPUFrequency,userTime1Sec,percentCPU,interrupts,interruptsSoftware,numberOfProcesses,percentVirtualMemory,systemCalls,sharedMemoryUsedBytes,instructions,missRatio
Mon May 18 14:10:18 2020,99,1199.922094,2.890328414,12.8,9775.645006,10542.13994,384,2.2,10542.13994,295825408,4823611330,0.152299189
Mon May 18 14:10:25 2020,98.9,1200.722719,2.905217127,12.5,9731.493669,10505.99963,384,2.2,10505.99963,295825408,4489114023,0.153557656
Mon May 18 14:10:32 2020,98.9,1200.845219,2.834026505,12.3,9519.417754,10159.36502,384,2.2,10159.36502,295825408,4558546415,0.15309101
Mon May 18 14:10:39 2020,98.9,1199.909563,2.831105282,12.9,9830.190349,10426.05192,384,2.2,10426.05192,295825408,4835516465,0.159535497
Mon May 18 14:10:46 2020,98.8,1206.178125,2.971008596,13.3,9871.508369,10858.55143,384,2.2,10858.55143,295825408,4675837939,0.1593222
Mon May 18 14:10:54 2020,99.1,1205.134094,2.949472753,12.7,10101.36146,10970.78354,384,2.2,10970.78354,295825408,4522608901,0.158347613
Mon May 18 14:11:00 2020,99.2,1199.923094,2.889716247,13,10174.25493,10297.59915,384,2.2,10297.59915,295825408,4451827980,0.14694074
Mon May 18 14:11:08 2020,99.2,1199.911906,2.886320315,12.8,9203.515775,10254.52457,384,2.2,10254.52457,295825408,5086717738,0.156123729
Mon May 18 14:11:14 2020,99,1200.034281,2.952095736,12.7,9418.695366,10713.32831,384,2.2,10713.32831,295825408,4579110572,0.128122327
Mon May 18 14:11:22 2020,98.9,1206.174344,2.886029319,12.6,9946.654253,10478.78275,384,2.2,10478.78275,295825408,4660144122,0.156402377
Mon May 18 14:11:29 2020,99,1199.969625,2.835698413,12.7,10012.56557,10766.28156,384,2.2,10766.28156,295825408,4785550051,0.154650582
Mon May 18 14:11:36 2020,99.5,1203.792906,2.983683151,12.7,9581.197587,10738.92413,384,2.2,10738.92413,295825408,4513798325,0.1519667
Mon May 18 14:11:43 2020,99.5,1199.978,2.854157596,12.9,9506.540302,10479.36894,384,2.2,10479.36894,295825408,4548680668,0.15619659
Mon May 18 14:11:50 2020,99.1,1199.917094,2.854026453,12.8,9243.190362,10330.71902,384,2.2,10330.71902,295825408,5098200670,0.154360337
Mon May 18 14:11:57 2020,99,1201.026,2.922464368,12.6,9203.241502,10455.97679,384,2.2,10455.97679,295825408,4521943758,0.152088251
Mon May 18 14:12:04 2020,99.1,1200.248437,2.972722002,12.9,9988.668852,10878.87082,384,2.2,10878.87082,295825408,4549718822,0.149019221
Mon May 18 14:12:11 2020,99,1199.986844,2.852554876,12.8,9229.098687,10124.27113,384,2.2,10124.27113,295825408,4670550141,0.159832892
Mon May 18 14:12:18 2020,99,1206.02475,2.86505604,12.6,9924.525365,10319.59395,384,2.2,10319.59395,295825408,4501476735,0.156104006
Mon May 18 14:12:25 2020,98.9,1199.924125,2.884656562,12.8,10107.8192,10770.39895,384,2.2,10770.39895,295825408,4468090742,0.149526006
Mon May 18 14:12:32 2020,98.9,1199.917594,2.887004994,12.9,9806.660435,10566.65373,384,2.2,10566.65373,295825408,4891622267,0.138530538
Mon May 18 14:12:40 2020,98.8,1206.344031,2.874261534,12.5,9584.453415,10367.21959,384,2.2,10367.21959,295825408,4525439221,0.155374264
Mon May 18 14:12:46 2020,98.9,1200.022781,2.954495069,13.2,9832.366428,11040.72418,384,2.2,11040.72418,295825408,4555901586,0.157654449
Mon May 18 14:12:54 2020,98.8,1199.919406,2.84302765,12.8,9701.89929,10487.55317,383,2.2,10487.55317,295825408,5185056078,0.163690731
Mon May 18 14:13:00 2020,98.9,1200.164531,2.840684369,12.5,9223.702146,10324.13957,384,2.2,10324.13957,295825408,4526009475,0.147248692
Mon May 18 14:13:08 2020,98.9,1206.356656,2.962439396,13,9743.513507,10929.74758,384,2.2,10929.74758,295825408,4521529880,0.144503144
Mon May 18 14:13:15 2020,98.9,1199.916344,2.990038036,13.2,10022.99388,11026.69827,384,2.2,11026.69827,295825408,4906829696,0.156383613
Mon May 18 14:13:22 2020,98.9,1200.063406,2.912864932,12.7,10001.61447,10516.30441,383,2.2,10516.30441,295825408,4498938669,0.131329849
Mon May 18 14:13:29 2020,98.9,1200.254063,2.874357897,12.8,9878.645481,10596.14618,383,2.2,10596.14618,295825408,4509574620,0.151333297
Mon May 18 14:13:36 2020,98.9,1199.914406,2.884380496,12.8,9899.689252,10467.59092,383,2.2,10467.59092,295825408,5012878189,0.158389768
Mon May 18 14:13:43 2020,99,1203.521438,2.892791436,13,9961.570024,10706.84271,384,2.2,10706.84271,295825408,4518712254,0.157499963
Mon May 18 14:13:50 2020,99,1206.239656,2.954386422,12.9,9695.759077,10973.12833,384,2.2,10973.12833,295825408,4554502275,0.151844178
Mon May 18 14:13:57 2020,99,1199.915688,2.847448338,12.9,9190.845355,10532.27586,383,2.2,10532.27586,295825408,5131539526,0.165235871
Mon May 18 14:14:04 2020,98.9,1205.974063,2.902969587,12.8,9394.82055,10518.86903,384,2.2,10518.86903,295825408,4574463259,0.15320943
Mon May 18 14:14:11 2020,98.8,1200.0955,3.034753843,13.2,9878.058073,10906.28347,384,2.2,10906.28347,295825408,4473130608,0.154735177
Mon May 18 14:14:18 2020,99,1199.923313,2.887207045,12.8,9694.283654,10674.02604,384,2.2,10674.02604,295825408,4993244050,0.159002597
Mon May 18 14:14:26 2020,99,1204.197281,2.933998254,12.7,9842.912341,10805.79235,384,2.2,10805.79235,295825408,4597506213,0.154409804
Mon May 18 14:14:32 2020,99,1200.24225,2.916773349,12.6,9939.112903,10569.47704,383,2.2,10569.47704,295825408,4485019425,0.152058639
Mon May 18 14:14:40 2020,98.8,1199.911406,2.915194692,13.2,9853.322486,10694.26455,383,2.2,10694.26455,295825408,4999943343,0.149869129
Mon May 18 14:14:47 2020,98.9,1200.186313,2.832759248,12.4,9786.075112,10305.88973,383,2.2,10305.88973,295825408,4562753486,0.152652472
Mon May 18 14:14:54 2020,98.9,1200.256781,2.916088474,12.7,9705.894477,10629.86251,383,2.2,10629.86251,295825408,4670078161,0.145014393
Mon May 18 14:15:01 2020,98.8,1199.914125,2.876789651,12.9,9516.088648,10492.75764,383,2.2,10492.75764,295825408,4963313705,0.153951471
Mon May 18 14:15:08 2020,98.9,1205.317469,2.887010612,12.6,9362.085847,10454.97415,383,2.2,10454.97415,295825408,4466339634,0.138368001
Mon May 18 14:15:15 2020,98.8,1200.088781,2.81390846,12.5,10192.4801,10735.77246,384,2.2,10735.77246,295825408,4532848634,0.15297094
Mon May 18 14:15:22 2020,98.9,1199.92375,2.804260967,12.6,9499.074504,10251.19168,384,2.2,10251.19168,295825408,4476484581,0.149905423
Mon May 18 14:15:29 2020,98.9,1206.88725,2.920072965,12.7,10110.94317,10742.86351,384,2.2,10742.86351,295825408,4631450788,0.146716986
Mon May 18 14:15:36 2020,98.9,1205.121344,3.013378501,13,9956.562374,10685.88992,383,2.2,10685.88992,295825408,4515650574,0.154707401
Mon May 18 14:15:43 2020,98.8,1199.910969,2.923222536,13,9725.142521,10626.45119,383,2.2,10626.45119,295825408,5207280187,0.164711221
Mon May 18 14:15:50 2020,98.9,1206.336656,2.965604346,12.8,9718.112254,10589.93923,383,2.2,10589.93923,295825408,4529233990,0.151542883
Mon May 18 14:15:57 2020,98.7,1200.236937,2.947061978,12.8,9665.619964,10712.17677,383,2.2,10712.17677,295825408,4540771635,0.153682943
Mon May 18 14:16:04 2020,99.1,1199.914906,2.874020598,12.8,9808.899212,10368.23614,383,2.2,10368.23614,295825408,4815355255,0.150720293
Mon May 18 14:16:12 2020,98.9,1200.279719,2.919016311,12.8,9715.950255,10670.03118,383,2.2,10670.03118,295825408,4616435886,0.154994663
Mon May 18 14:16:18 2020,99,1205.677656,3.019442241,12.9,9995.357389,11240.00464,383,2.2,11240.00464,295825408,4582300544,0.139320489
Mon May 18 14:16:26 2020,98.8,1199.923469,2.918048182,13,9639.813547,10698.91032,383,2.2,10698.91032,295825408,4655704921,0.157449034
Mon May 18 14:16:32 2020,98.9,1206.374906,2.950868584,12.9,9332.476832,10680.79006,383,2.2,10680.79006,295825408,4581707982,0.153143398
Mon May 18 14:16:40 2020,98.9,1205.052094,2.901329905,12.9,9495.277777,10963.12519,383,2.2,10963.12519,295825408,4503952047,0.146187678
Mon May 18 14:16:47 2020,98.9,1199.916438,2.991442985,13.3,9777.444958,10906.18402,383,2.2,10906.18402,295825408,5203276197,0.159634812
Mon May 18 14:16:54 2020,98.9,1204.438969,2.899386956,12.8,9441.353604,10452.90151,383,2.2,10452.90151,295825408,4495464249,0.156137645
Mon May 18 14:17:01 2020,98.8,1201.178031,2.906246073,12.7,9920.946616,10793.69318,383,2.2,10793.69318,295825408,4451059612,0.152474931
Mon May 18 14:17:08 2020,98.8,1199.912188,2.908825423,13,9270.261022,10667.07323,383,2.2,10667.07323,295825408,4962579656,0.158803673
Mon May 18 14:17:15 2020,99.1,1200.857062,2.486781857,10.2,9040.853054,9946.470707,385,1.9,9946.470707,295763968,4881392,0.041598876
Mon May 18 14:17:22 2020,68.6,1203.135,0.001797364,0.1,197.350542,208.8536701,383,1.9,208.8536701,295763968,10058534,0.021315466
Mon May 18 14:17:29 2020,68.1,1203.938156,0.002181933,0.1,192.8828413,185.027884,383,1.9,185.027884,295763968,5562943,0.012793994
Mon May 18 14:17:36 2020,68,1200.963656,0,0.1,199.6030515,201.2156435,383,1.9,201.2156435,295763968,4817319,0.013536677
Mon May 18 14:17:43 2020,68.5,1204.08675,0.013162054,0.2,231.4327839,226.826065,383,1.9,226.826065,295763968,5645411,0.01964789
Mon May 18 14:17:50 2020,69,1203.875031,0.008928474,0.1,227.6760914,236.4259961,383,1.9,236.4259961,295763968,5083192,0.014551452
Mon May 18 14:17:58 2020,68,1200.889563,0,0.1,197.1785188,199.6880636,383,1.9,199.6880636,295763968,4941184,0.014319544
Mon May 18 14:18:04 2020,68.1,1202.8795,0.00218913,0.1,210.375381,209.4997291,383,1.9,209.4997291,295763968,5754258,0.01082358
Mon May 18 14:18:12 2020,67.9,1213.191406,0.001797381,0.1,213.3491503,216.0452221,383,1.9,216.0452221,295763968,10376681,0.016876998
Mon May 18 14:18:18 2020,67.8,1232.6505,0.00216983,0.1,222.4075739,240.2001798,382,1.9,240.2001798,295763968,5007647,0.012665809
Mon May 18 14:18:26 2020,67.9,1201.384594,0.003582636,0.1,194.5371601,197.7615329,382,1.9,197.7615329,295763968,5153423,0.010739921
Mon May 18 14:18:32 2020,67.8,1203.968969,0,0.1,215.2664982,222.2884431,382,1.9,222.2884431,295763968,10316222,0.016717678
Mon May 18 14:18:40 2020,67.7,1200.911594,0.001784638,0.1,201.307176,198.8086827,382,1.9,198.8086827,295763968,4986631,0.013511737
Mon May 18 14:18:47 2020,67.5,1200.953344,0.002188721,0.1,217.5588843,227.1892574,383,1.9,227.1892574,295763968,5395706,0.017894474
Mon May 18 14:18:54 2020,67.5,1224.354125,0.001795515,0.1,194.6338164,199.8408096,383,1.9,199.8408096,295763968,4709885,0.015766834
Mon May 18 14:19:01 2020,67.9,1200.998906,0.002173578,0.1,227.3562618,238.224152,382,1.9,238.224152,295763968,4725029,0.011191148
Mon May 18 14:19:08 2020,67.4,1200.994375,0,0.1,198.2768558,193.2571886,382,1.9,193.2571886,295763968,4663852,0.013460839
Mon May 18 14:19:15 2020,67.3,1211.611594,0.00218563,0.1,222.7157376,241.9492851,382,1.9,241.9492851,295763968,5521993,0.012802781
Mon May 18 14:19:22 2020,67.5,1202.060781,0.001794067,0.1,223.5407017,245.0695012,382,1.9,245.0695012,295763968,10789922,0.015503025
Mon May 18 14:19:30 2020,67.8,1204.675812,0.001790031,0.1,243.6232814,265.1036589,381,1.9,265.1036589,295763968,5281043,0.012106726
Mon May 18 14:19:36 2020,68.4,1205.410625,0.002189671,0.1,245.681039,269.7674154,382,1.9,269.7674154,295763968,5783313,0.014072834
Mon May 18 14:19:44 2020,68.1,1210.041469,0.019754527,0.2,283.2080777,295.5995535,382,1.9,295.5995535,295763968,5023746,0.014480554
Mon May 18 14:19:50 2020,68.4,1206.325156,0.008695153,0.1,333.2417444,207.1620237,382,1.9,207.1620237,295763968,5217559,0.015873322
Mon May 18 14:19:58 2020,67.7,1200.9745,0.003584432,0.1,205.0295321,217.9334887,382,1.9,217.9334887,295763968,4880214,0.013554285
Mon May 18 14:20:04 2020,67.6,1205.239094,0.006565089,0.2,319.5009832,417.9773137,382,1.9,417.9773137,295763968,4839510,0.017622599
Mon May 18 14:20:12 2020,67.7,1202.356656,0.001793173,0.1,199.7594638,194.9178969,382,1.9,194.9178969,295763968,10136492,0.020801045
Mon May 18 14:20:19 2020,67.6,1204.594344,0,0.1,204.6872502,208.2011944,382,1.9,208.2011944,295763968,188364535,0.012660808
Mon May 18 14:20:26 2020,67,1200.888688,0.00179184,0.1,191.3684926,190.1142047,382,1.9,190.1142047,295763968,4572434,0.012976729
Mon May 18 14:20:33 2020,67.8,1200.964281,0,0.1,202.1835385,194.3147738,382,1.9,194.3147738,295763968,5689099,0.011461318
Mon May 18 14:20:40 2020,67.8,1203.095187,0.001785649,0.1,186.0646173,174.8150291,381,1.9,174.8150291,295763968,5726159,0.014713001
Mon May 18 14:20:47 2020,67.8,1204.560031,0.002183497,0.1,211.5808298,224.6818099,382,1.9,224.6818099,295763968,6560676,0.018904657
Mon May 18 14:20:54 2020,67.5,1203.970719,0.001795878,0.1,197.0077805,200.9587113,383,1.9,200.9587113,295763968,7744804778,0.133182502
Mon May 18 14:21:01 2020,109.8,1199.919625,1.520199405,8.1,4303.534453,4817.444495,387,2.1,4817.444495,295825408,4846717485,0.145822453
Mon May 18 14:21:07 2020,98.4,1205.970594,2.818222465,12.5,9464.548664,10236.11632,388,2.2,10236.11632,295825408,4451506200,0.128402684
Mon May 18 14:21:15 2020,98.4,1200.206781,2.945962049,12.7,9462.422926,10635.42536,388,2.2,10635.42536,295825408,4518803600,0.148193101
Mon May 18 14:21:21 2020,98.5,1199.940469,2.955100169,13,10187.12358,10390.02736,388,2.2,10390.02736,295825408,4440486635,0.149274287
Mon May 18 14:21:29 2020,98.4,1199.942625,2.866896868,12.7,10320.64932,10660.44298,388,2.2,10660.44298,295825408,4452407241,0.151409156
Mon May 18 14:21:35 2020,98.7,1199.933031,2.862386704,12.8,10087.831,10607.48788,388,2.2,10607.48788,295825408,4865316198,0.154694695
Mon May 18 14:21:43 2020,98.5,1200.188969,2.90686251,12.6,10112.83112,10383.59998,388,2.2,10383.59998,295825408,4550526657,0.157268875
Mon May 18 14:21:50 2020,98.5,1207.046344,2.956537595,12.9,10652.65242,10761.40611,388,2.2,10761.40611,295825408,4418170742,0.13051366
Mon May 18 14:21:57 2020,98.6,1203.615344,2.880761298,12.7,10127.80007,10596.59811,388,2.2,10596.59811,295825408,4457262100,0.13760348
Mon May 18 14:22:04 2020,98.6,1199.917125,2.874481485,12.8,10436.37731,10825.39338,388,2.2,10825.39338,295825408,5056783130,0.16165149
Mon May 18 14:22:11 2020,98.7,1200.029625,2.842864732,12.7,9589.691216,10122.57141,388,2.2,10122.57141,295825408,4622366098,0.152519343
Mon May 18 14:22:18 2020,98.6,1200.281938,2.964356083,12.8,9882.063323,10859.66545,388,2.2,10859.66545,295825408,4477691320,0.113741733
Mon May 18 14:22:25 2020,98.5,1208.096688,2.841806126,12.5,10052.64388,10872.18295,388,2.2,10872.18295,295825408,4376475588,0.150395453
Mon May 18 14:22:33 2020,98.4,1199.924281,2.843490935,12.6,9408.183928,10162.93328,388,2.2,10162.93328,295825408,4496910430,0.152827403
Mon May 18 14:22:39 2020,98.8,1199.9675,2.828710451,12.5,9931.698429,10451.38667,386,2.2,10451.38667,295825408,4436477794,0.141288842
Mon May 18 14:22:47 2020,98.7,1200.150844,2.858593303,12.5,10184.16483,10904.64519,386,2.2,10904.64519,295825408,4416841017,0.107508839
Mon May 18 14:22:53 2020,98.6,1205.689781,2.973508248,12.7,9809.736983,10643.89235,386,2.2,10643.89235,295825408,4444252297,0.138536493
Mon May 18 14:23:01 2020,98.6,1199.920469,2.868163776,12.6,9684.175731,10290.79237,386,2.2,10290.79237,295825408,4442180586,0.149885318
Mon May 18 14:23:07 2020,98.9,1200.037594,2.922380653,12.9,9775.77827,10744.88163,386,2.2,10744.88163,295825408,4530081748,0.111577301
Mon May 18 14:23:15 2020,98.7,1200.219406,2.869704807,12.4,9953.278404,10431.68226,386,2.2,10431.68226,295825408,4481979313,0.127496173
Mon May 18 14:23:21 2020,98.6,1200.118344,2.945536462,12.7,9292.664214,10689.93392,386,2.2,10689.93392,295825408,4443354097,0.152956523
Mon May 18 14:23:29 2020,98.8,1199.990969,2.84123094,12.5,10119.6221,10155.65285,386,2.2,10155.65285,295825408,4498265692,0.147609444
Mon May 18 14:23:36 2020,98.9,1199.920344,2.837424336,12.6,10124.81386,10125.68893,386,2.2,10125.68893,295825408,4835764703,0.16037643
Mon May 18 14:23:43 2020,98.8,1203.333281,3.021022222,12.8,10135.23338,10802.8021,386,2.2,10802.8021,295825408,4507469630,0.12859494
Mon May 18 14:23:50 2020,98.7,1205.865187,2.913972828,12.6,10345.47861,10744.07159,386,2.2,10744.07159,295825408,4496743213,0.116199808
Mon May 18 14:23:57 2020,98.6,1205.163813,2.863146774,12.6,10318.42308,10636.41132,386,2.2,10636.41132,295825408,4505515760,0.1521973
Mon May 18 14:24:05 2020,98.7,1199.927781,2.886398452,12.7,9953.505872,10374.73013,386,2.2,10374.73013,295825408,4440192583,0.152652635
Mon May 18 14:24:11 2020,98.7,1200.035281,2.740901008,12.6,9606.726679,10282.10045,386,2.2,10282.10045,295825408,4540577677,0.075623977
Mon May 18 14:24:19 2020,98.6,1202.325375,2.939393581,12.4,9673.978543,10660.05716,386,2.2,10660.05716,295825408,4446005771,0.152162453
Mon May 18 14:24:25 2020,98.6,1201.037,2.871487809,12.5,10008.90511,10348.93822,386,2.2,10348.93822,295825408,4441178858,0.153388094
Mon May 18 14:24:33 2020,98.8,1199.929969,2.744413556,12.4,9597.365076,10124.6948,386,2.2,10124.6948,295825408,4386309083,0.136439987
Mon May 18 14:24:39 2020,98.8,1199.918344,2.851352533,12.7,9364.659497,10421.90013,386,2.2,10421.90013,295825408,4705322070,0.14442648
Mon May 18 14:24:47 2020,98.7,1203.465125,2.875346041,12.5,10062.81484,10618.52386,386,2.2,10618.52386,295825408,4454736475,0.09062709
Mon May 18 14:24:53 2020,98.5,1205.307125,2.912177513,12.7,10001.0135,10874.88424,385,2.2,10874.88424,295825408,4469533688,0.131744408
Mon May 18 14:25:01 2020,98.6,1199.924781,2.832074634,12.7,9512.79718,10391.97633,385,2.2,10391.97633,295825408,4437839399,0.144017945
Mon May 18 14:25:08 2020,98.8,1205.846,2.826819815,12.6,9938.791681,10354.70672,384,2.2,10354.70672,295825408,4664037102,0.14848571
Mon May 18 14:25:15 2020,98.8,1202.393187,2.891046293,12.6,9794.226373,10656.1599,384,2.2,10656.1599,295825408,4391549190,0.119793099
Mon May 18 14:25:22 2020,98.7,1205.96875,2.941295549,12.6,9829.485831,11020.44791,384,2.2,11020.44791,295825408,4496461043,0.154331457
Mon May 18 14:25:29 2020,98.8,1199.982312,2.86034663,12.6,9924.791929,9538.681068,384,2.2,9538.681068,295825408,4444518694,0.10441905
Mon May 18 14:25:36 2020,98.6,1199.918938,2.913787307,12.8,9997.153975,10300.3365,384,2.2,10300.3365,295825408,4897387415,0.158732029
Mon May 18 14:25:42 2020,98.8,1201.029938,2.819443249,12.4,9540.102144,9712.73006,384,2.2,9712.73006,295825408,4427991769,0.09572737
Mon May 18 14:25:50 2020,98.7,1206.937063,2.867102911,12.4,9689.630311,10198.64367,384,2.2,10198.64367,295825408,4449051331,0.152100679
Mon May 18 14:25:56 2020,98.9,1199.917625,2.891808913,12.8,9317.710414,9803.691927,382,2.2,9803.691927,295825408,4771669938,0.064271075
Mon May 18 14:26:04 2020,98.6,1199.919187,2.79615726,12.4,8988.136099,9716.107375,382,2.2,9716.107375,295825408,4881615707,0.155962388
Mon May 18 14:26:10 2020,98.7,1200.048063,2.924547547,12.6,9678.745332,10016.62995,382,2.2,10016.62995,295825408,4405306182,0.153913531
Mon May 18 14:26:18 2020,98.8,1201.400063,2.933419471,12.7,9683.881337,9873.987062,382,2.2,9873.987062,295825408,4446906959,0.108918016
Mon May 18 14:26:24 2020,98.7,1199.912219,2.831156881,12.7,9241.860044,9935.754016,383,2.2,9935.754016,295825408,4809608386,0.149445682
Mon May 18 14:26:32 2020,98.7,1199.910563,2.815471618,12.7,9439.28634,9714.005938,381,2.2,9714.005938,295825408,5064137532,0.162177094
Mon May 18 14:26:38 2020,98.9,1200.132344,2.781873555,12.3,9949.212363,9620.899205,382,2.2,9620.899205,295825408,4508725301,0.09307443
Mon May 18 14:26:46 2020,98.6,1200.2255,2.96775939,12.6,9565.0957,9957.084259,383,2.2,9957.084259,295825408,4454903358,0.150656056
Mon May 18 14:26:53 2020,98.7,1199.91975,2.865708491,12.9,9748.428771,10096.98448,383,2.2,10096.98448,295825408,4713395093,0.146181965
Mon May 18 14:27:00 2020,98.5,1199.914281,2.883824668,12.9,9817.666306,9816.596242,383,2.2,9816.596242,295825408,4997174819,0.127603671
Mon May 18 14:27:08 2020,98.6,1199.992031,2.787113079,12.4,10083.02398,9996.409638,383,2.2,9996.409638,295825408,4508184115,0.101010049
Mon May 18 14:27:14 2020,98.4,1206.927438,2.859412581,12.4,10145.97707,9726.391742,383,2.2,9726.391742,295825408,4418080027,0.103058704
Mon May 18 14:27:22 2020,98.5,1205.583906,2.816940856,12.3,9992.509702,9859.113459,383,2.2,9859.113459,295825408,4496263610,0.129991579
Mon May 18 14:27:28 2020,98.6,1199.921375,2.918739315,12.8,9841.699509,10295.40887,383,2.2,10295.40887,295825408,4868825908,0.148680583
Mon May 18 14:27:36 2020,98.7,1199.921062,2.976091764,13.1,9981.740063,10051.48101,383,2.2,10051.48101,295825408,4765144270,0.144796459
Mon May 18 14:27:42 2020,98.6,1200.124062,2.713518632,12.3,9662.92287,9768.885554,383,2.2,9768.885554,295825408,4500903257,0.153302581
Mon May 18 14:27:50 2020,98.8,1202.200875,2.856263378,12.6,9569.377134,9938.042708,383,2.2,9938.042708,295825408,4485646838,0.133153098
Mon May 18 14:27:56 2020,98.7,1199.923406,2.886881486,12.8,9647.433037,9643.715084,383,2.2,9643.715084,295825408,4660569392,0.133901349
Mon May 18 14:28:04 2020,98.6,1200.028563,2.936301954,12.7,9122.421935,9640.70879,383,2.2,9640.70879,295825408,4899181686,0.153935611
Mon May 18 14:28:10 2020,98.8,1200.142687,2.803633996,12.3,9815.324998,9734.538643,383,2.2,9734.538643,295825408,4453324928,0.154834972
Mon May 18 14:28:18 2020,98.8,1204.926281,2.913885265,12.7,9648.856179,9822.109369,383,2.2,9822.109369,295825408,4396030770,0.136231148
Mon May 18 14:28:25 2020,99,1199.915719,2.869386193,12.8,9696.134176,10233.27458,383,2.2,10233.27458,295825408,4893471389,0.147891923
Mon May 18 14:28:32 2020,99.4,1199.919344,2.845060145,12.7,9013.251187,9611.558529,383,2.2,9611.558529,295825408,4913890384,0.159995796
Mon May 18 14:28:40 2020,99,1206.758344,2.708387264,12.2,9731.078226,9599.231933,383,2.2,9599.231933,295825408,4522688056,0.126955956
Mon May 18 14:28:46 2020,98.8,1205.539031,2.943195881,12.7,10191.17186,10238.50844,383,2.2,10238.50844,295825408,4467026992,0.113194953
Mon May 18 14:28:54 2020,98.7,1200.359875,2.968230773,12.8,10241.38378,9912.059205,383,2.2,9912.059205,295825408,4449774607,0.154683642
Mon May 18 14:29:00 2020,98.8,1199.921813,2.771754584,12.5,9483.871948,9517.515015,383,2.2,9517.515015,295825408,5032060732,0.135661666
Mon May 18 14:29:08 2020,98.8,1200.008469,2.81323988,12.5,9574.902377,9498.864008,383,2.2,9498.864008,295825408,4678355293,0.147259477
Mon May 18 14:29:14 2020,98.6,1200.143844,2.864102928,12.5,9951.659477,9988.339323,383,2.2,9988.339323,295825408,4419489938,0.128948827
Mon May 18 14:29:22 2020,98.7,1206.191531,2.850864019,12.3,9428.176033,9921.906111,383,2.2,9921.906111,295825408,4541320977,0.144501803
Mon May 18 14:29:28 2020,98.7,1199.912156,2.882467392,12.7,9710.147753,9534.264674,383,2.2,9534.264674,295825408,4660322472,0.099577438
Mon May 18 14:29:36 2020,98.5,1199.916406,2.888178688,12.8,9781.094422,10264.37819,383,2.2,10264.37819,295825408,5053632136,0.161139698
Mon May 18 14:29:42 2020,98.8,1206.542906,2.757710445,12.5,9775.668341,9726.064516,383,2.2,9726.064516,295825408,4457376321,0.153689531
Mon May 18 14:29:50 2020,98.8,1206.093438,2.931812726,13,10230.04087,10046.86965,383,2.2,10046.86965,295825408,4482530587,0.139404974
Mon May 18 14:29:56 2020,98.8,1199.920313,2.916248536,13,10063.35457,10200.52545,383,2.2,10200.52545,295825408,4478441022,0.152543688
Mon May 18 14:30:04 2020,98.8,1199.918031,2.844081795,12.7,9701.678637,9965.78478,384,2.2,9965.78478,295825408,4968431975,0.104794195
Mon May 18 14:30:10 2020,98.8,1208.607406,2.939801069,12.6,9730.611459,9724.974672,384,2.2,9724.974672,295825408,4453561057,0.152663543
Mon May 18 14:30:18 2020,98.8,1206.3625,2.827214693,12.5,9708.981543,9818.878982,383,2.2,9818.878982,295825408,4553410413,0.1537562
Mon May 18 14:30:26 2020,98.8,1200.616344,2.942716731,12.8,9822.889054,10137.64117,383,2.2,10137.64117,295825408,4470802367,0.144252784
Mon May 18 14:30:32 2020,98.7,1199.919219,2.934233806,12.9,9192.547833,10310.48654,383,2.2,10310.48654,295825408,4790753292,0.154559708
Mon May 18 14:30:40 2020,98.8,1199.92375,2.855048337,12.7,9221.663019,10050.62881,384,2.2,10050.62881,295825408,4776214276,0.157607494
Mon May 18 14:30:46 2020,98.8,1200.115781,2.822909754,12.3,9286.890916,9442.501624,384,2.2,9442.501624,295825408,4423002229,0.141888286
Mon May 18 14:30:54 2020,98.8,1207.97475,2.861030694,12.6,9476.647174,9700.350643,384,2.2,9700.350643,295825408,4466879488,0.153019115
Mon May 18 14:31:00 2020,98.8,1199.913875,2.84906286,12.7,9964.771077,9439.040804,384,2.2,9439.040804,295825408,4898952907,0.14921009
Mon May 18 14:31:08 2020,98.8,1199.945938,2.776018154,12.3,9593.724436,9889.857027,384,2.2,9889.857027,295825408,4827666879,0.157959808
Mon May 18 14:31:14 2020,98.9,1208.989063,2.832804536,12.7,9823.172781,9402.098033,384,2.2,9402.098033,295825408,4461968857,0.153901097
Mon May 18 14:31:22 2020,99.2,1200.328594,2.797048325,12.5,9563.215802,9860.850432,384,2.2,9860.850432,295825408,4481761504,0.043048071
Mon May 18 14:31:28 2020,98.7,1199.958687,2.884743957,12.3,9180.98261,9561.523303,383,2.2,9561.523303,295825408,4629302127,0.152580278
Mon May 18 14:31:36 2020,98.9,1200.066156,2.959104954,12.8,10064.00747,10316.31199,383,2.2,10316.31199,295825408,4419892513,0.136981438
Mon May 18 14:31:42 2020,98.8,1199.937719,2.88932506,12.8,10056.60232,9791.966407,383,2.2,9791.966407,295825408,4587043045,0.153742892
Mon May 18 14:31:50 2020,98.8,1199.92825,2.877826401,12.8,9132.613434,9702.796246,383,2.2,9702.796246,295825408,5052002203,0.1524472
Mon May 18 14:31:56 2020,98.9,1200.03025,2.790599054,12.3,10023.15715,9352.887679,381,2.2,9352.887679,295825408,4484835751,0.1300305
Mon May 18 14:32:04 2020,98.8,1206.395625,2.820395085,12.4,9793.058451,9818.567757,381,2.2,9818.567757,295825408,4493840048,0.137944363
Mon May 18 14:32:11 2020,98.8,1199.920063,2.867877628,12.7,9756.855406,9699.176423,382,2.2,9699.176423,295825408,4493376758,0.152747438
